year,mstat,depx,state_soi,plateau,phasein,phaseout,maxagi,plateau_state,phasein_state,phaseout_state,state_name,state_fips,ratein,rateout
2014,1,0,44,496,6500,8100,14500,0,0,0,TEXAS,48,.076307692,.077500001
2015,1,3,44,6242,13900,18100,47700,0,0,0,TEXAS,48,.44906476,.21087837
2010,2,1,44,3050,9000,21400,40500,0,0,0,TEXAS,48,.33888888,.15968587
1993,1,1,44,1434,7800,12200,23000,0,0,0,TEXAS,48,.18384616,.13277778
2019,2,3,44,6557,14600,24800,55900,0,0,0,TEXAS,48,.44910958,.21083601
1991,1,3,44,1235,7300,11200,21200,0,0,0,TEXAS,48,.16917808,.1235
1997,2,3,44,3656,9200,11900,29300,0,0,0,TEXAS,48,.39739129,.21011494
2020,2,3,44,6660,14800,25200,56800,0,0,0,TEXAS,48,.44999999,.21075949
1996,1,0,44,323,4300,5300,9500,0,0,0,TEXAS,48,.075116277,.076904759
1987,2,1,44,851,6100,6900,15400,0,0,0,TEXAS,48,.1395082,.10011765
2021,1,1,44,3618,10700,19500,42100,0,0,0,TEXAS,48,.33813083,.16008849
2006,1,3,44,4536,11400,14800,36300,0,0,0,TEXAS,48,.39789474,.21097675
2010,1,1,44,3050,9000,16400,35500,0,0,0,TEXAS,48,.33888888,.15968587
1998,2,1,44,2271,6700,12300,26500,0,0,0,TEXAS,48,.33895522,.15992957
1999,1,3,44,3816,9600,12400,30500,0,0,0,TEXAS,48,.39750001,.21082874
1993,1,0,44,0,0,0,0,0,0,0,TEXAS,48,,
1999,2,1,44,2312,6800,12500,26900,0,0,0,TEXAS,48,.34,.16055556
1996,2,3,44,3556,8900,11600,28500,0,0,0,TEXAS,48,.39955056,.2104142
2007,2,2,44,4716,11800,17300,39700,0,0,0,TEXAS,48,.399661,.21053572
1998,1,0,44,341,4500,5600,10000,0,0,0,TEXAS,48,.075777777,.077500001
2004,2,3,44,4300,10800,15000,35400,0,0,0,TEXAS,48,.39814815,.21078432
1982,2,0,44,0,0,0,0,0,0,0,TEXAS,48,,
1990,1,2,44,953,6900,10700,20200,0,0,0,TEXAS,48,.13811594,.10031579
1995,2,0,44,314,4200,5100,9200,0,0,0,TEXAS,48,.074761905,.076585367
2014,2,3,44,6143,13700,23200,52400,0,0,0,TEXAS,48,.44839415,.21037671
2011,1,2,44,5112,12800,16600,40900,0,0,0,TEXAS,48,.39937499,.21037038
2018,2,0,44,519,6800,14100,20900,0,0,0,TEXAS,48,.076323532,.076323532
2003,1,1,44,2547,7500,13700,29600,0,0,0,TEXAS,48,.3396,.16018867
1998,1,2,44,3756,9400,12200,30000,0,0,0,TEXAS,48,.39957446,.21101123
2022,2,2,44,6164,15500,26200,55500,0,0,0,TEXAS,48,.39767742,.21037543
2008,1,0,44,438,5800,7100,12800,0,0,0,TEXAS,48,.075517245,.076842107
1985,2,3,44,550,5000,6500,11000,0,0,0,TEXAS,48,.11,.12222222
1990,2,3,44,953,6900,10700,20200,0,0,0,TEXAS,48,.13811594,.10031579
2006,1,1,44,2747,8100,14800,32000,0,0,0,TEXAS,48,.3391358,.1597093
2021,1,2,44,5980,15000,19500,47900,0,0,0,TEXAS,48,.39866668,.21056338
1983,1,0,44,0,0,0,0,0,0,0,TEXAS,48,,
2000,2,1,44,2353,7000,12700,27400,0,0,0,TEXAS,48,.33614287,.16006802
1994,1,2,44,2528,8500,11000,25200,0,0,0,TEXAS,48,.29741177,.17802817
1983,1,2,44,500,5000,6000,9900,0,0,0,TEXAS,48,.1,.12820514
1984,2,2,44,500,5000,6000,9900,0,0,0,TEXAS,48,.1,.12820514
1979,2,0,44,0,0,0,0,0,0,0,TEXAS,48,,
1989,2,2,44,910,6500,10200,19300,0,0,0,TEXAS,48,.14,.1
1992,1,3,44,1384,7600,11800,22300,0,0,0,TEXAS,48,.18210526,.13180952
1984,2,3,44,500,5000,6000,9900,0,0,0,TEXAS,48,.1,.12820514
1986,1,2,44,550,5000,6500,11000,0,0,0,TEXAS,48,.11,.12222222
2004,2,0,44,390,5100,7300,12400,0,0,0,TEXAS,48,.076470591,.076470591
2017,2,0,44,510,6700,13900,20500,0,0,0,TEXAS,48,.076119401,.077272728
2005,1,1,44,2662,7900,14300,31000,0,0,0,TEXAS,48,.33696201,.15940119
1992,2,1,44,1324,7600,11800,22300,0,0,0,TEXAS,48,.17421053,.12609524
2010,2,0,44,457,6000,12400,18400,0,0,0,TEXAS,48,.076166667,.076166667
1989,2,0,44,0,0,0,0,0,0,0,TEXAS,48,,
1999,2,0,44,347,4600,5700,10200,0,0,0,TEXAS,48,.075434782,.07711111
1994,2,0,44,306,4000,5000,8900,0,0,0,TEXAS,48,.076499999,.078461535
2004,1,2,44,4300,10800,14000,34400,0,0,0,TEXAS,48,.39814815,.21078432
2007,1,1,44,2853,8400,15300,33200,0,0,0,TEXAS,48,.33964285,.15938547
1988,1,2,44,874,6300,9800,18500,0,0,0,TEXAS,48,.13873015,.10045977
1983,1,3,44,500,5000,6000,9900,0,0,0,TEXAS,48,.1,.12820514
2010,2,2,44,5036,12600,21400,45300,0,0,0,TEXAS,48,.39968255,.2107113
1982,1,1,44,500,5000,6000,9900,0,0,0,TEXAS,48,.1,.12820514
1981,2,0,44,0,0,0,0,0,0,0,TEXAS,48,,
2002,2,1,44,2506,7400,14500,30200,0,0,0,TEXAS,48,.33864865,.15961784
2004,2,1,44,2604,7700,15000,31300,0,0,0,TEXAS,48,.33818182,.1597546
1996,1,1,44,2152,6400,11600,25000,0,0,0,TEXAS,48,.33625001,.16059701
2006,2,0,44,412,5400,8700,14100,0,0,0,TEXAS,48,.0762963,.0762963
1996,2,0,44,323,4300,5300,9500,0,0,0,TEXAS,48,.075116277,.076904759
2013,2,2,44,5372,13500,22800,48300,0,0,0,TEXAS,48,.39792591,.21066667
2002,2,2,44,4140,10400,14500,34100,0,0,0,TEXAS,48,.39807692,.2112245
2019,1,2,44,5828,14600,19000,46700,0,0,0,TEXAS,48,.39917809,.21039711
1980,1,0,44,0,0,0,0,0,0,0,TEXAS,48,,
2016,2,0,44,506,6700,13800,20400,0,0,0,TEXAS,48,.075522386,.076666668
2013,1,0,44,487,6400,7900,14300,0,0,0,TEXAS,48,.076093748,.076093748
2005,1,3,44,4400,11000,14300,35200,0,0,0,TEXAS,48,.40000001,.21052632
1981,2,1,44,500,5000,6000,9900,0,0,0,TEXAS,48,.1,.12820514
2000,1,3,44,3888,9800,12600,31100,0,0,0,TEXAS,48,.39673468,.21016216
1990,1,0,44,0,0,0,0,0,0,0,TEXAS,48,,
1983,2,1,44,500,5000,6000,9900,0,0,0,TEXAS,48,.1,.12820514
1996,1,3,44,3556,8900,11600,28400,0,0,0,TEXAS,48,.39955056,.21166667
2007,2,0,44,428,5600,9000,14500,0,0,0,TEXAS,48,.07642857,.077818185
2003,2,0,44,382,5000,7200,12200,0,0,0,TEXAS,48,.076399997,.076399997
2014,1,3,44,6143,13700,17800,46900,0,0,0,TEXAS,48,.44839415,.21109965
2018,1,1,44,3461,10200,18600,40300,0,0,0,TEXAS,48,.33931372,.15949309
2010,1,2,44,5036,12600,16400,40300,0,0,0,TEXAS,48,.39968255,.2107113
1999,1,1,44,2312,6800,12400,26900,0,0,0,TEXAS,48,.34,.15944828
1984,1,2,44,500,5000,6000,9900,0,0,0,TEXAS,48,.1,.12820514
2008,1,2,44,4824,12100,15700,38600,0,0,0,TEXAS,48,.39867768,.21065502
1993,2,3,44,1511,7800,12200,23000,0,0,0,TEXAS,48,.19371794,.1399074
1981,1,3,44,500,5000,6000,9900,0,0,0,TEXAS,48,.1,.12820514
2017,1,1,44,3400,10000,18300,39600,0,0,0,TEXAS,48,.34,.15962441
2011,2,3,44,5751,12800,21700,49000,0,0,0,TEXAS,48,.44929686,.21065934
1979,1,2,44,500,5000,6000,9900,0,0,0,TEXAS,48,.1,.12820514
2011,2,0,44,464,6100,12500,18600,0,0,0,TEXAS,48,.07606557,.07606557
2007,2,3,44,4716,11800,17300,39700,0,0,0,TEXAS,48,.399661,.21053572
2006,1,2,44,4536,11400,14800,36300,0,0,0,TEXAS,48,.39789474,.21097675
1997,1,0,44,332,4400,5400,9700,0,0,0,TEXAS,48,.075454548,.077209301
1998,2,0,44,341,4500,5600,10000,0,0,0,TEXAS,48,.075777777,.077500001
2010,2,3,44,5666,12600,21400,48300,0,0,0,TEXAS,48,.44968253,.21063197
2012,1,0,44,475,6300,7700,13900,0,0,0,TEXAS,48,.075396828,.076612905
2001,2,3,44,4008,10100,13000,32100,0,0,0,TEXAS,48,.39683169,.20984294
2005,2,0,44,399,5300,8500,13700,0,0,0,TEXAS,48,.075283021,.076730773
1981,1,2,44,500,5000,6000,9900,0,0,0,TEXAS,48,.1,.12820514
1979,1,3,44,500,5000,6000,9900,0,0,0,TEXAS,48,.1,.12820514
2012,1,2,44,5236,13100,17100,41900,0,0,0,TEXAS,48,.39969465,.21112904
1994,2,2,44,2528,8500,11000,25200,0,0,0,TEXAS,48,.29741177,.17802817
1985,1,1,44,550,5000,6500,11000,0,0,0,TEXAS,48,.11,.12222222
1997,2,2,44,3656,9200,11900,29300,0,0,0,TEXAS,48,.39739129,.21011494
1987,1,2,44,851,6100,6900,15400,0,0,0,TEXAS,48,.1395082,.10011765
1992,2,3,44,1384,7600,11800,22300,0,0,0,TEXAS,48,.18210526,.13180952
1995,2,1,44,2094,6200,11300,24400,0,0,0,TEXAS,48,.33774194,.15984733
2016,2,2,44,5572,14000,23700,50100,0,0,0,TEXAS,48,.398,.21106061
1980,1,3,44,500,5000,6000,9900,0,0,0,TEXAS,48,.1,.12820514
1988,1,0,44,0,0,0,0,0,0,0,TEXAS,48,,
2021,2,1,44,3618,10700,25400,48100,0,0,0,TEXAS,48,.33813083,.15938327
2004,1,3,44,4300,10800,14000,34400,0,0,0,TEXAS,48,.39814815,.21078432
2009,1,1,44,3043,9000,16400,35400,0,0,0,TEXAS,48,.3381111,.16015789
1988,2,2,44,874,6300,9800,18500,0,0,0,TEXAS,48,.13873015,.10045977
1982,1,2,44,500,5000,6000,9900,0,0,0,TEXAS,48,.1,.12820514
2022,2,1,44,3733,11000,26200,49600,0,0,0,TEXAS,48,.33936363,.15952991
1993,2,2,44,1511,7800,12200,23000,0,0,0,TEXAS,48,.19371794,.1399074
1989,2,1,44,910,6500,10200,19300,0,0,0,TEXAS,48,.14,.1
1990,2,1,44,953,6900,10700,20200,0,0,0,TEXAS,48,.13811594,.10031579
2003,2,2,44,4204,10600,14700,34600,0,0,0,TEXAS,48,.39660376,.21125628
2020,1,2,44,5920,14800,19300,47400,0,0,0,TEXAS,48,.40000001,.21067616
1995,2,3,44,3110,8700,11300,26600,0,0,0,TEXAS,48,.35747126,.20326798
2021,1,0,44,1502,9900,11600,21400,0,0,0,TEXAS,48,.15171717,.15326531
2001,1,1,44,2428,7200,13000,28200,0,0,0,TEXAS,48,.33722222,.15973684
2000,2,2,44,3888,9800,12700,31100,0,0,0,TEXAS,48,.39673468,.21130435
2012,1,1,44,3169,9400,17100,36900,0,0,0,TEXAS,48,.33712766,.16005051
1985,2,0,44,0,0,0,0,0,0,0,TEXAS,48,,
2015,2,3,44,6242,13900,23600,53200,0,0,0,TEXAS,48,.44906476,.21087837
1986,2,3,44,550,5000,6500,11000,0,0,0,TEXAS,48,.11,.12222222
1982,2,2,44,500,5000,6000,9900,0,0,0,TEXAS,48,.1,.12820514
1997,1,2,44,3656,9200,11900,29200,0,0,0,TEXAS,48,.39739129,.21132948
2001,2,0,44,364,4800,5900,10700,0,0,0,TEXAS,48,.075833336,.075833336
2001,1,2,44,4008,10100,13000,32100,0,0,0,TEXAS,48,.39683169,.20984294
2018,1,2,44,5716,14300,18600,45800,0,0,0,TEXAS,48,.39972028,.21014705
2012,2,3,44,5891,13100,22300,50200,0,0,0,TEXAS,48,.44969466,.21114695
2009,1,0,44,457,6000,7400,13400,0,0,0,TEXAS,48,.076166667,.076166667
1996,2,2,44,3556,8900,11600,28500,0,0,0,TEXAS,48,.39955056,.2104142
2014,2,1,44,3305,9800,23200,43900,0,0,0,TEXAS,48,.3372449,.15966183
1989,1,0,44,0,0,0,0,0,0,0,TEXAS,48,,
2010,1,0,44,457,6000,7400,13400,0,0,0,TEXAS,48,.076166667,.076166667
1982,1,3,44,500,5000,6000,9900,0,0,0,TEXAS,48,.1,.12820514
2007,1,2,44,4716,11800,15300,37700,0,0,0,TEXAS,48,.399661,.21053572
2013,2,1,44,3250,9600,22800,43200,0,0,0,TEXAS,48,.33854166,.15931372
2000,1,1,44,2353,7000,12600,27400,0,0,0,TEXAS,48,.33614287,.15898648
2021,2,2,44,5980,15000,25400,53800,0,0,0,TEXAS,48,.39866668,.21056338
1983,2,3,44,500,5000,6000,9900,0,0,0,TEXAS,48,.1,.12820514
1994,1,3,44,2528,8500,11000,25200,0,0,0,TEXAS,48,.29741177,.17802817
2013,1,3,44,6044,13500,17500,46200,0,0,0,TEXAS,48,.44770369,.21059233
2017,2,3,44,6318,14100,23900,53900,0,0,0,TEXAS,48,.4480851,.2106
2012,1,3,44,5891,13100,17100,45000,0,0,0,TEXAS,48,.44969466,.21114695
1997,1,1,44,2210,6500,11900,25700,0,0,0,TEXAS,48,.34,.16014493
2000,1,2,44,3888,9800,12600,31100,0,0,0,TEXAS,48,.39673468,.21016216
1992,1,1,44,1324,7600,11800,22300,0,0,0,TEXAS,48,.17421053,.12609524
2000,2,0,44,353,4700,5800,10400,0,0,0,TEXAS,48,.075106382,.076739132
2000,1,0,44,353,4700,5800,10400,0,0,0,TEXAS,48,.075106382,.076739132
2019,2,1,44,3526,10400,24800,46800,0,0,0,TEXAS,48,.33903846,.16027273
2017,1,3,44,6318,14100,18300,48300,0,0,0,TEXAS,48,.4480851,.2106
1979,2,2,44,500,5000,6000,9900,0,0,0,TEXAS,48,.1,.12820514
2015,2,0,44,503,6600,13700,20300,0,0,0,TEXAS,48,.076212123,.076212123
2009,1,2,44,5028,12600,16400,40200,0,0,0,TEXAS,48,.39904761,.2112605
1998,1,1,44,2271,6700,12200,26400,0,0,0,TEXAS,48,.33895522,.15992957
1991,2,3,44,1235,7300,11200,21200,0,0,0,TEXAS,48,.16917808,.1235
1997,2,1,44,2210,6500,11900,25700,0,0,0,TEXAS,48,.34,.16014493
1986,2,0,44,0,0,0,0,0,0,0,TEXAS,48,,
1999,1,2,44,3816,9600,12400,30500,0,0,0,TEXAS,48,.39750001,.21082874
2002,2,0,44,376,5000,7000,11900,0,0,0,TEXAS,48,.075199999,.076734692
2014,2,2,44,5460,13700,23200,49100,0,0,0,TEXAS,48,.39854014,.21081081
2011,2,1,44,3094,9100,21600,41000,0,0,0,TEXAS,48,.34,.15948454
2020,2,0,44,538,7100,14600,21700,0,0,0,TEXAS,48,.075774647,.075774647
1988,2,3,44,874,6300,9800,18500,0,0,0,TEXAS,48,.13873015,.10045977
1995,1,2,44,3110,8700,11200,26600,0,0,0,TEXAS,48,.35747126,.20194805
2017,1,0,44,510,6700,8300,15000,0,0,0,TEXAS,48,.076119401,.076119401
1990,1,3,44,953,6900,10700,20200,0,0,0,TEXAS,48,.13811594,.10031579
2016,2,1,44,3373,10000,23700,44800,0,0,0,TEXAS,48,.3373,.15985782
1980,2,1,44,500,5000,6000,9900,0,0,0,TEXAS,48,.1,.12820514
2008,2,2,44,4824,12100,18700,41600,0,0,0,TEXAS,48,.39867768,.21065502
2021,1,3,44,6728,15000,19500,51400,0,0,0,TEXAS,48,.44853333,.21090908
2012,2,2,44,5236,13100,22300,47100,0,0,0,TEXAS,48,.39969465,.21112904
1994,1,0,44,306,4000,5000,8900,0,0,0,TEXAS,48,.076499999,.078461535
1987,2,3,44,851,6100,6900,15400,0,0,0,TEXAS,48,.1395082,.10011765
1990,1,1,44,953,6900,10700,20200,0,0,0,TEXAS,48,.13811594,.10031579
1995,1,3,44,3110,8700,11200,26600,0,0,0,TEXAS,48,.35747126,.20194805
2007,1,0,44,428,5600,7000,12500,0,0,0,TEXAS,48,.07642857,.077818185
2008,2,1,44,2917,8600,18700,36900,0,0,0,TEXAS,48,.33918604,.16027473
1995,1,0,44,314,4200,5100,9200,0,0,0,TEXAS,48,.074761905,.076585367
1987,2,0,44,0,0,0,0,0,0,0,TEXAS,48,,
2003,2,1,44,2547,7500,14700,30600,0,0,0,TEXAS,48,.3396,.16018867
2002,1,1,44,2506,7400,13500,29200,0,0,0,TEXAS,48,.33864865,.15961784
1982,1,0,44,0,0,0,0,0,0,0,TEXAS,48,,
2020,2,1,44,3584,10600,25200,47600,0,0,0,TEXAS,48,.33811322,.16
1980,1,2,44,500,5000,6000,9900,0,0,0,TEXAS,48,.1,.12820514
2011,1,3,44,5751,12800,16600,43900,0,0,0,TEXAS,48,.44929686,.21065934
1994,2,1,44,2038,7900,11000,23700,0,0,0,TEXAS,48,.25797468,.16047244
1987,1,3,44,851,6100,6900,15400,0,0,0,TEXAS,48,.1395082,.10011765
2014,1,2,44,5460,13700,17800,43700,0,0,0,TEXAS,48,.39854014,.21081081
1985,2,0,45,0,0,0,0,0,0,0,UTAH,49,,
2014,1,3,45,6143,13700,17800,46900,0,0,0,UTAH,49,.44839415,.21109965
1993,1,2,45,1511,7800,12200,23000,0,0,0,UTAH,49,.19371794,.1399074
2000,1,2,45,3888,9800,12600,31100,0,0,0,UTAH,49,.39673468,.21016216
2006,2,3,45,4536,11400,16800,38300,0,0,0,UTAH,49,.39789474,.21097675
2012,2,2,45,5236,13100,22300,47100,0,0,0,UTAH,49,.39969465,.21112904
1985,1,0,45,0,0,0,0,0,0,0,UTAH,49,,
1985,1,3,45,550,5000,6500,11000,0,0,0,UTAH,49,.11,.12222222
1982,2,1,45,500,5000,6000,9900,0,0,0,UTAH,49,.1,.12820514
2020,2,3,45,6660,14800,25200,56800,0,0,0,UTAH,49,.44999999,.21075949
2008,1,3,45,4824,12100,15700,38600,0,0,0,UTAH,49,.39867768,.21065502
1981,1,3,45,500,5000,6000,9900,0,0,0,UTAH,49,.1,.12820514
2015,2,2,45,5548,13900,23600,49900,0,0,0,UTAH,49,.39913669,.21095057
1984,2,3,45,500,5000,6000,9900,0,0,0,UTAH,49,.1,.12820514
2014,2,1,45,3305,9800,23200,43900,0,0,0,UTAH,49,.3372449,.15966183
2005,1,3,45,4400,11000,14300,35200,0,0,0,UTAH,49,.40000001,.21052632
1991,2,2,45,1235,7300,11200,21200,0,0,0,UTAH,49,.16917808,.1235
2007,2,0,45,428,5600,9000,14500,0,0,0,UTAH,49,.07642857,.077818185
2005,2,0,45,399,5300,8500,13700,0,0,0,UTAH,49,.075283021,.076730773
1991,1,0,45,0,0,0,0,0,0,0,UTAH,49,,
1996,1,2,45,3556,8900,11600,28400,0,0,0,UTAH,49,.39955056,.21166667
1994,2,3,45,2528,8500,11000,25200,0,0,0,UTAH,49,.29741177,.17802817
1995,1,1,45,2094,6200,11200,24300,0,0,0,UTAH,49,.33774194,.15984733
1989,1,0,45,0,0,0,0,0,0,0,UTAH,49,,
1984,1,0,45,0,0,0,0,0,0,0,UTAH,49,,
1999,1,3,45,3816,9600,12400,30500,0,0,0,UTAH,49,.39750001,.21082874
1980,2,1,45,500,5000,6000,9900,0,0,0,UTAH,49,.1,.12820514
1993,2,3,45,1511,7800,12200,23000,0,0,0,UTAH,49,.19371794,.1399074
2015,1,2,45,5548,13900,18100,44400,0,0,0,UTAH,49,.39913669,.21095057
2012,2,3,45,5891,13100,22300,50200,0,0,0,UTAH,49,.44969466,.21114695
2015,2,0,45,503,6600,13700,20300,0,0,0,UTAH,49,.076212123,.076212123
2012,2,0,45,475,6300,13000,19200,0,0,0,UTAH,49,.075396828,.076612905
2003,2,2,45,4204,10600,14700,34600,0,0,0,UTAH,49,.39660376,.21125628
1998,2,3,45,3756,9400,12300,30100,0,0,0,UTAH,49,.39957446,.21101123
2019,1,2,45,5828,14600,19000,46700,0,0,0,UTAH,49,.39917809,.21039711
1996,2,0,45,323,4300,5300,9500,0,0,0,UTAH,49,.075116277,.076904759
1995,1,3,45,3110,8700,11200,26600,0,0,0,UTAH,49,.35747126,.20194805
2003,2,1,45,2547,7500,14700,30600,0,0,0,UTAH,49,.3396,.16018867
2004,1,1,45,2604,7700,14000,30300,0,0,0,UTAH,49,.33818182,.1597546
1994,2,0,45,306,4000,5000,8900,0,0,0,UTAH,49,.076499999,.078461535
1985,1,1,45,550,5000,6500,11000,0,0,0,UTAH,49,.11,.12222222
2001,1,1,45,2428,7200,13000,28200,0,0,0,UTAH,49,.33722222,.15973684
1987,2,0,45,0,0,0,0,0,0,0,UTAH,49,,
2016,1,0,45,506,6700,8200,14800,0,0,0,UTAH,49,.075522386,.076666668
1982,1,2,45,500,5000,6000,9900,0,0,0,UTAH,49,.1,.12820514
2014,2,2,45,5460,13700,23200,49100,0,0,0,UTAH,49,.39854014,.21081081
1997,1,2,45,3656,9200,11900,29200,0,0,0,UTAH,49,.39739129,.21132948
1987,1,1,45,851,6100,6900,15400,0,0,0,UTAH,49,.1395082,.10011765
1983,2,3,45,500,5000,6000,9900,0,0,0,UTAH,49,.1,.12820514
1991,2,0,45,0,0,0,0,0,0,0,UTAH,49,,
1987,2,3,45,851,6100,6900,15400,0,0,0,UTAH,49,.1395082,.10011765
2008,2,3,45,4824,12100,18700,41600,0,0,0,UTAH,49,.39867768,.21065502
2013,2,2,45,5372,13500,22800,48300,0,0,0,UTAH,49,.39792591,.21066667
1989,2,3,45,910,6500,10200,19300,0,0,0,UTAH,49,.14,.1
1992,2,3,45,1384,7600,11800,22300,0,0,0,UTAH,49,.18210526,.13180952
2017,2,2,45,5616,14100,23900,50500,0,0,0,UTAH,49,.39829788,.21112782
1988,1,2,45,874,6300,9800,18500,0,0,0,UTAH,49,.13873015,.10045977
1980,1,2,45,500,5000,6000,9900,0,0,0,UTAH,49,.1,.12820514
2002,1,0,45,376,5000,6000,10900,0,0,0,UTAH,49,.075199999,.076734692
2003,2,3,45,4204,10600,14700,34600,0,0,0,UTAH,49,.39660376,.21125628
1997,1,3,45,3656,9200,11900,29200,0,0,0,UTAH,49,.39739129,.21132948
1994,1,0,45,306,4000,5000,8900,0,0,0,UTAH,49,.076499999,.078461535
2010,2,2,45,5036,12600,21400,45300,0,0,0,UTAH,49,.39968255,.2107113
2016,2,1,45,3373,10000,23700,44800,0,0,0,UTAH,49,.3373,.15985782
1986,2,3,45,550,5000,6500,11000,0,0,0,UTAH,49,.11,.12222222
1995,2,3,45,3110,8700,11300,26600,0,0,0,UTAH,49,.35747126,.20326798
2010,1,0,45,457,6000,7400,13400,0,0,0,UTAH,49,.076166667,.076166667
2002,1,2,45,4140,10400,13500,33100,0,0,0,UTAH,49,.39807692,.2112245
2020,1,1,45,3584,10600,19300,41700,0,0,0,UTAH,49,.33811322,.16
2018,1,1,45,3461,10200,18600,40300,0,0,0,UTAH,49,.33931372,.15949309
2003,1,1,45,2547,7500,13700,29600,0,0,0,UTAH,49,.3396,.16018867
1979,2,1,45,500,5000,6000,9900,0,0,0,UTAH,49,.1,.12820514
2000,2,0,45,353,4700,5800,10400,0,0,0,UTAH,49,.075106382,.076739132
1979,2,2,45,500,5000,6000,9900,0,0,0,UTAH,49,.1,.12820514
2007,1,2,45,4716,11800,15300,37700,0,0,0,UTAH,49,.399661,.21053572
2004,2,0,45,390,5100,7300,12400,0,0,0,UTAH,49,.076470591,.076470591
1988,2,1,45,874,6300,9800,18500,0,0,0,UTAH,49,.13873015,.10045977
2004,1,3,45,4300,10800,14000,34400,0,0,0,UTAH,49,.39814815,.21078432
2015,2,1,45,3359,9900,23600,44600,0,0,0,UTAH,49,.33929294,.15995239
1991,1,1,45,1192,7200,11200,21200,0,0,0,UTAH,49,.16555555,.1192
1989,2,1,45,910,6500,10200,19300,0,0,0,UTAH,49,.14,.1
2001,2,1,45,2428,7200,13000,28200,0,0,0,UTAH,49,.33722222,.15973684
1989,1,2,45,910,6500,10200,19300,0,0,0,UTAH,49,.14,.1
2013,2,1,45,3250,9600,22800,43200,0,0,0,UTAH,49,.33854166,.15931372
2009,2,0,45,457,6000,12400,18400,0,0,0,UTAH,49,.076166667,.076166667
2000,1,1,45,2353,7000,12600,27400,0,0,0,UTAH,49,.33614287,.15898648
1994,2,1,45,2038,7900,11000,23700,0,0,0,UTAH,49,.25797468,.16047244
1988,1,0,45,0,0,0,0,0,0,0,UTAH,49,,
1984,1,2,45,500,5000,6000,9900,0,0,0,UTAH,49,.1,.12820514
1986,1,2,45,550,5000,6500,11000,0,0,0,UTAH,49,.11,.12222222
2013,1,1,45,3250,9600,17500,37800,0,0,0,UTAH,49,.33854166,.16009852
2002,2,2,45,4140,10400,14500,34100,0,0,0,UTAH,49,.39807692,.2112245
2021,2,3,45,6728,15000,25400,57400,0,0,0,UTAH,49,.44853333,.21025001
1990,2,0,45,0,0,0,0,0,0,0,UTAH,49,,
2014,2,3,45,6143,13700,23200,52400,0,0,0,UTAH,49,.44839415,.21037671
1996,1,0,45,323,4300,5300,9500,0,0,0,UTAH,49,.075116277,.076904759
2011,2,2,45,5112,12800,21600,45900,0,0,0,UTAH,49,.39937499,.21037038
1996,2,2,45,3556,8900,11600,28500,0,0,0,UTAH,49,.39955056,.2104142
1991,2,3,45,1235,7300,11200,21200,0,0,0,UTAH,49,.16917808,.1235
2003,2,0,45,382,5000,7200,12200,0,0,0,UTAH,49,.076399997,.076399997
2009,2,1,45,3043,9000,21400,40400,0,0,0,UTAH,49,.3381111,.16015789
1982,2,3,45,500,5000,6000,9900,0,0,0,UTAH,49,.1,.12820514
2000,1,3,45,3888,9800,12600,31100,0,0,0,UTAH,49,.39673468,.21016216
2011,1,3,45,5751,12800,16600,43900,0,0,0,UTAH,49,.44929686,.21065934
2018,2,1,45,3461,10200,24300,46000,0,0,0,UTAH,49,.33931372,.15949309
1980,1,0,45,0,0,0,0,0,0,0,UTAH,49,,
1982,2,0,45,0,0,0,0,0,0,0,UTAH,49,,
1979,1,2,45,500,5000,6000,9900,0,0,0,UTAH,49,.1,.12820514
2016,1,1,45,3373,10000,18100,39200,0,0,0,UTAH,49,.3373,.15985782
2001,1,0,45,364,4800,5900,10700,0,0,0,UTAH,49,.075833336,.075833336
1995,1,2,45,3110,8700,11200,26600,0,0,0,UTAH,49,.35747126,.20194805
2011,2,1,45,3094,9100,21600,41000,0,0,0,UTAH,49,.34,.15948454
2001,1,2,45,4008,10100,13000,32100,0,0,0,UTAH,49,.39683169,.20984294
1992,1,2,45,1384,7600,11800,22300,0,0,0,UTAH,49,.18210526,.13180952
1993,1,0,45,0,0,0,0,0,0,0,UTAH,49,,
1983,1,3,45,500,5000,6000,9900,0,0,0,UTAH,49,.1,.12820514
2021,2,0,45,1502,9900,17500,27300,0,0,0,UTAH,49,.15171717,.15326531
2014,1,1,45,3305,9800,17800,38500,0,0,0,UTAH,49,.3372449,.15966183
2018,1,2,45,5716,14300,18600,45800,0,0,0,UTAH,49,.39972028,.21014705
1982,2,2,45,500,5000,6000,9900,0,0,0,UTAH,49,.1,.12820514
2007,2,2,45,4716,11800,17300,39700,0,0,0,UTAH,49,.399661,.21053572
2018,1,3,45,6431,14300,18600,49100,0,0,0,UTAH,49,.44972029,.21085246
2005,2,2,45,4400,11000,16300,37200,0,0,0,UTAH,49,.40000001,.21052632
1988,1,1,45,874,6300,9800,18500,0,0,0,UTAH,49,.13873015,.10045977
2001,2,0,45,364,4800,5900,10700,0,0,0,UTAH,49,.075833336,.075833336
2000,2,2,45,3888,9800,12700,31100,0,0,0,UTAH,49,.39673468,.21130435
1995,2,1,45,2094,6200,11300,24400,0,0,0,UTAH,49,.33774194,.15984733
1999,1,1,45,2312,6800,12400,26900,0,0,0,UTAH,49,.34,.15944828
2016,2,2,45,5572,14000,23700,50100,0,0,0,UTAH,49,.398,.21106061
